id,subject,message
18825,תהייה בנוגע לגבול של שורש בשלישית,"<p dir=""rtl"" style=""text-align:right;"">הוכחנו בתרגיל בית שמתקיימת הטענה הבאה לכל סדרה an.</p><p dir=""rtl"" style=""text-align:right;""><img src=""https://moodle.tau.ac.il/2022/pluginfile.php/247542/mod_forum/post/18825/image%20%282%29.png"" alt="""" class=""img-fluid"" /><br /></p><p dir=""rtl"" style=""text-align:right;"">האם גם הטענה הבאה נכונה?</p><p dir=""rtl"" style=""text-align:right;""><img src=""https://moodle.tau.ac.il/2022/pluginfile.php/247542/mod_forum/post/18825/image%20%283%29.png"" alt="""" class=""img-fluid"" /><br /></p>"
22293,תשובה ל: תהייה בנוגע לגבול של שורש בשלישית,"<div class=""text_to_html"">דניאל שלום,<br />
אם הגבול של הסדרה {an} קיים אז אכן השוויון שרשמת נכון.<br />
יש לנמק השימוש.<br />
בברכה,<br />
עדי</div>"
20967,נספח שיעור 7,"<p dir=""rtl"" style=""text-align:right;"">שלום :)</p><p dir=""rtl"" style=""text-align:right;"">נאמר בהרצאה בנוגע לנספח שיעור 7 שיש בו חלק מסוים שהוא בגדר העשרה - מדובר בחלק של חזקות ממשיות? כמובן שאשמח לדעת גם אם פספסתי ומצופה או כדאי שנעבור על כל הנספח.</p><p dir=""rtl"" style=""text-align:right;"">תודה מראש!</p>"
22295,תשובה ל: נספח שיעור 7,"<div class=""text_to_html"">דניאל שלום,<br />
החלק של חזקות ממשיות הוא אכן בגדר העשרה, שכן את חוקי החזקות למדתם בתיכון, בנספח רק סביר כיצד ניתן להגדיר באופן פורמלי חזקות במספר ממשי.<br />
כמו כן, הוכחת הלמה של קנטור וצפיפות הרציונליים גם היא בגדר העשרה.<br />
בברכה,<br />
עדי</div>"
21568,מטלה 4 שאלה 3 ג,"<p dir=""rtl"" style=""text-align:right;"">היי!<br /></p><p dir=""rtl"" style=""text-align:right;"">האם ניתן להניח בשאלה 3ג שa<sub>n</sub> חיובי? או שבכוונה זה לא מידע שניתן? </p><p dir=""rtl"" style=""text-align:right;"">תודה רבה</p>"
22118,תשובה ל: מטלה 4 שאלה 3 ג,"<div class=""text_to_html"">היי עדן,<br />
<br />
הוסף הרגע תיקון שאכן ב-3ג' יש להניח שאיברי הסדרה חיוביים. <br />
<br />
גיל בר</div>"
21829,חסרות תשובות בקובץ הפתרונות של תרגיל בית 3,"<p dir=""rtl"" style=""text-align:right;"">שלום, פתרון שאלה 8 בתרגיל בית מספר שלוש הועלה באופן חלקי, אשמח אם תהיה אפשרות להעלות את הפתרון המלא שלה,</p><p dir=""rtl"" style=""text-align:right;"">תודה</p>"
22962,תשובה ל: חסרות תשובות בקובץ הפתרונות של תרגיל בית 3,"<div class=""text_to_html"">מצטרף לבקשה – פרסמתם פתרון מאוד מפורט, אבל השאלות הללו יורדות לשורש ההבנה של מושג הגבול וזה ממש יעזור אם תוכלו לפרסם פתרון מלא.</div>"
23218,תשובה ל: חסרות תשובות בקובץ הפתרונות של תרגיל בית 3,"שלום לכולם,<br>אנחנו נשתדל להעלות את ההשלמה המדוברת.<br>בד בבד, נשמח אם מי מכם יחלוק איתנו את הפתרון הכתוב שלו בכדי שכלל התלמידים יוכלו להנות ממנו.<br>אנחנו כמובן זמינים להתייעצויות, אם תרצו בכך, בכדי שהפתרון של מי שיחלוק איתנו יהיה כתוב כמו שצריך.<br>בברכה,<br>צוות הקורס<br>"
23237,תשובה ל: חסרות תשובות בקובץ הפתרונות של תרגיל בית 3,"<div class=""text_to_html"">תודה עדי. אולי כפתרון ביניים תוכלו לומר איזו טענה נכונה (הוכחה) / ואיזו לא (הפרכה) (כי ייתכן ש״הוכחתי״ שטויות בש״ב)?</div>"
23264,Re: תשובה ל: חסרות תשובות בקובץ הפתרונות של תרגיל בית 3,<p>מצ״ב ההוכחות שלי; רק אסייג שאני בסימן שאלה לגבי חלקן ולכן העלתי את ההודעה הזו לפורום מלכתחילה</p><p>אשמח מאוד לקבל פידבק</p>
24901,תשובה ל: Re: תשובה ל: חסרות תשובות בקובץ הפתרונות של תרגיל בית 3,"<div class=""text_to_html"">נגה שלום,<br />
תודה שחלקת את הפתרון שלך.<br />
הרעיונות שכתבת לסעפים ב',ג',ה',ו' הם נכונים, עם זאת, לא השתמשת בתבנית ההוכחה שאנו עובדים איתה. ממליץ לחזור על התבנית שבה כתובות ההוכחות בהרצאות והתרגולים ולראות כיצד לבצע התאמות. מוזמנת כמובן להתייעץ איתי.<br />
בסעיף ד' בחרת את אפסילון להיות הערך השלם העליון של אחד חלקי n, זה תמיד יוצא 1. כמו כן, אחד חלקי n תמיד יהיה קטן או שווה ל-1, ולא גדול מ-1.<br />
אם היית בוחרת את הערך השלם התחתון, אז היית מקבלת שאפסילון הוא 0 (כאשר n&gt;=2), וזה לא עונה על הדרישות. ממליץ לנסות לחשוב שוב על הפתרון.<br />
<br />
זמין להתייעצויות,<br />
עדי</div>"
22002,תרגיל בית 3 שאלה 5 (שאלה קטנה על הפתרון הרשמי),"<p dir=""rtl"" style=""text-align:right;"">שלום, לגבי המעבר שסימנתי בכחול: בעצם למה שהוא יהיה נכון? נניח שk=10 ו n=1, אז סכום האיברים שמכיל בין היתר את M יותר גדול מאשר איבר אחד (גם אם הוא המקסימלי) כפול 1. או שאני לא יכולה ""לבחור"" k&gt;n? אם לא, למה לא?</p><p dir=""rtl"" style=""text-align:right;"">או שאולי הכוונה לk כפול M מתחת לשורש במקום n? ואם כן, למעשה ניתן בעצם להשתמש עדין בטענה שk בשורש n שואף לאחד (לפי גבולות ידועים), או שבגלל שהמספר בחזקה והמספר מתחת לשורש לאו דווקא אותו הדבר וk משתנה ולא קבוע c אז זה בעייתי מבחינה פורמלית? <img src=""https://moodle.tau.ac.il/2022/pluginfile.php/247542/mod_forum/post/22002/image.png"" alt="""" class=""img-fluid"" style=""font-size:0.9375rem;"" /></p>"
23185,רקורסיה / אינדוקציה,"<p dir=""rtl"" style=""text-align:right;"">אם אני מבין נכון רקורסיה היא כלל נסיגה (אפילו מילולית). למשל הפונקציה שמחשבת את n!:</p><p dir=""rtl"" style=""text-align:right;""><img src=""https://moodle.tau.ac.il/2022/pluginfile.php/247542/mod_forum/post/23185/image.png"" alt="""" class=""img-fluid"" /></p><p dir=""rtl"" style=""text-align:right;"">מצד שני, בכל ההוכחות שראינו שבנינו את הסדרה רצויה ב""רקורסיה"", בעצם הגדרנו את n1, הנחנו שיש לנו כבר n איברים ביד, ואז הוספנו את n+1 – כלומר זו לא אינדוקציה לכל דבר ועניין על האינדקסים של איברי הסדרה שבנינו?</p><p dir=""rtl"" style=""text-align:right;"">זה לא מהותי להבנת החומר, אבל עדיין – זו טכניקה חוזרת בהוכחות הללו, לכן תוכלו בבקשה להבהיר מהי הטרמינולוגיה המדויקת?<br /></p><p dir=""rtl"" style=""text-align:right;""><br /></p><p dir=""rtl"" style=""text-align:right;""><br /></p>"
23220,תשובה ל: רקורסיה / אינדוקציה,"<div class=""text_to_html"">רומן שלום,<br />
ההבדל העקרוני בין אינדוקציה לרקורסיה הוא שבאינדוקציה מוכיחים טענה בעוד שברקורסיה בונים סדרה של איברים (למשל סדרת העצרת כפי שמופיעה בתמונה שצירפת).<br />
מקווה שזה מובן יותר כעת,<br />
אשמח לחדד עוד אם צריך,<br />
בברכה,<br />
עדי</div>"
23238,תשובה ל: רקורסיה / אינדוקציה,"<div class=""text_to_html"">תודה עדי, זה מובן.</div>"
24019,2 שאלות הבנה קטנות לגבי טענות 3.48 ו-3.65,"<p dir=""rtl"" style=""text-align:right;"">היי עדי וצוות הקורס,</p><p dir=""rtl"" style=""text-align:right;""><u>לגבי הוכחת 3.48</u></p><p dir=""rtl"" style=""text-align:right;""><img src=""https://moodle.tau.ac.il/2022/pluginfile.php/247542/mod_forum/post/24019/Lecture_notes_-_Calculus_1B_14112022.png"" alt="""" class=""img-fluid atto_image_button_text-bottom"" width=""1200"" height=""1200"" /><br /></p><p dir=""rtl"" style=""text-align:right;"">אני חושב שהבנתי (כמעט) הכל – רק דבר אחד קטן מבלבל אותי, מה מבטיח שתת הסדרה עולה ממש? ברור שהקטע הולך ומצטמצם, ושיש שם אינסוף איברים, ושאנחנו מגדילים את האינדקסים של תת הסדרה שאנחנו בונים בהתאם לגידול האינדקסים של הסדרה האם, אבל לא צריך להוסיף איזו דרישונת לגבי האיברים עצמם שגם האיבר שאנחנו בוחרים יהיה יותר גדול?</p><p dir=""rtl"" style=""text-align:right;"">ברור שממקום מסוים יש עליה, אבל האם זה בהכרח נכון לגבי כל איבר ואיבר?<br /></p><p dir=""rtl"" style=""text-align:right;"">סליחה אם זה מובן מאליו, פשוט יש הרבה ניואנסים וקל להתבלבל.</p><p dir=""rtl"" style=""text-align:right;""><u>לגבי טענה </u><u>3.65<br /></u></p><p dir=""rtl"" style=""text-align:right;""><img src=""https://moodle.tau.ac.il/2022/pluginfile.php/247542/mod_forum/post/24019/Lecture_notes_-_Calculus_1B_14112022.png.png"" alt="""" class=""img-fluid atto_image_button_text-bottom"" width=""615"" height=""116"" /><br /></p><p dir=""rtl"" style=""text-align:right;"">אם הבנתי נכון, אנחנו זקוקים ל-2 התנאים כי:</p><p dir=""rtl"" style=""text-align:right;"">2 דואג לכך ש-L הוא הסופרמום של הקבוצה (פשוט ההגדרה של סופרמום שראינו בתחילת הקורס).</p><p dir=""rtl"" style=""text-align:right;"">ו-1 דואג לכך שהסופרמום הוא איבר בקבוצה, זאת אומרת גבול חלקי – ובעצם הגבול החלקי המקסימלי.</p><p dir=""rtl"" style=""text-align:right;""><br /></p><p dir=""rtl"" style=""text-align:right;"">תודה על הבהרה, רומן.<br /></p>"
24081,תשובה ל: 2 שאלות הבנה קטנות לגבי טענות 3.48 ו-3.65,"<div class=""text_to_html"">רומן שלום,<br />
לגבי השאלה הראשונה, הסדרה שעולה ממש היא סדרת האינדקסים ולא התת-סדרה שהיא מגדירה.<br />
לגבי השאלה השנייה, כל תנאי לבדו לא גורר את המסקנה שרשמת.<br />
למשל, עבור הסדרה המוגדרת על ידי אחד חלקי n, לכל n טבעי חיובי, מתכנסת ל-0 ולכן הגבול העליון שלה הוא 0, מצד שני, הסופרמום שלה הוא 1, לכן תנאי 2 לא גורר ש-L הוא הסופרמום.<br />
עבור אותה הסדרה, תנאי 1 מתקיים עבור L=2 שאינו גבול חלקי של הסדרה.<br />
<br />
מקווה שעניתי על השאלות,<br />
בברכה,<br />
עדי</div>"
24083,תשובה ל: 2 שאלות הבנה קטנות לגבי טענות 3.48 ו-3.65,"<div class=""text_to_html"">בהחלט, תודה עדי.</div>"
24903,תשובה ל: 2 שאלות הבנה קטנות לגבי טענות 3.48 ו-3.65,"<div class=""text_to_html"">בשמחה רבה</div>"
27579,פתרון שאלה 5(א) בתרגיל בית 4,"<p dir=""rtl"" style=""text-align:right;"">היי עדי וצוות הקורס,</p><p dir=""rtl"" style=""text-align:right;"">פתרתי את השאלה שבכותרת באופן דומה לפתרון שפורסם (מטעמים דומים – q קבוע, ממקום מסוים המנה גדולה מ-1 (טיפלתי בנפרד ב-q שלילי ואפס), ואנחנו מתעניינים במה שקורה באינסוף) – אך הרגשתי חוסר נוחות:</p><p dir=""rtl"" style=""text-align:right;""><img src=""https://moodle.tau.ac.il/2022/pluginfile.php/247542/mod_forum/post/27579/Screenshot%202022-11-27%20134522.png"" alt="""" class=""img-fluid atto_image_button_text-bottom"" width=""1200"" height=""506"" /><br /></p><p dir=""rtl"" style=""text-align:right;""></p><p dir=""rtl"" style=""text-align:right;"">חוסר הנוחות נובע כמובן מכך שאמרנו שלא מפעילים משפט לפני שבדקנו שכל תנאיו מתקיימים – מה גם שזה משפט שלא הוכחנו:</p><p dir=""rtl"" style=""text-align:right;""><img src=""https://moodle.tau.ac.il/2022/pluginfile.php/247542/mod_forum/post/27579/Screenshot%202022-11-27%20135451.png"" alt="""" class=""img-fluid atto_image_button_text-bottom"" width=""1200"" height=""322"" /><br /></p><p dir=""rtl"" style=""text-align:right;""></p><p dir=""rtl"" style=""text-align:right;"">תוכלו בבקשה להבהיר האם ניתן היה להפעיל את המשפט מהטעם האמור (שממקום מסוים Xn או Bn גדולה מ-1)?</p><p dir=""rtl"" style=""text-align:right;"">תודה :)<br /></p>"
28986,תשובה ל: פתרון שאלה 5(א) בתרגיל בית 4,"<div class=""text_to_html"">כפי שהוסבר כמה וכמה פעמים בתרגול, טיעונים על גבולות של סדרות הם טיעוני 'החל ממקום מסוים'. כלומר, האם סדרה מתכנסת ולאיזה גבול לא מושפע ממספר סופי של איברים ראשונים אלא רק מ'אינסוף האיברים האחרונים'.<br />
מומלץ מאוד לנסות להוכיח שבהינתן נכונות הטענה שציטטת, ניתן להחליף בה את ה'לכל n טבעי וחיובי' ב'קיים N טבעי חיובי כך שלכל n שגדול מN' ולקבל טענה נכונה נוספת.</div>"
30396,תרגיל בית 6 שאלה 3 בפונקציות,<p>האם ניתן להניח כי f(x)+g(x)=f+g(x)?</p>
31880,תשובה ל: תרגיל בית 6 שאלה 3 בפונקציות,"<div class=""text_to_html"">יעל שלום,<br />
בהינתן קבוצה A ופונקציות f,g:A-&gt;R, הפונקציה f+g:A-&gt;R מוגדרת על ידי <br />
f(x)+g(x)=(f+g)(x)<br />
לכל x מ-A.<br />
<br />
עדי</div>"
31421,שאלה כללית על פונקציות מחזוריות,<p>האם פונקציה קבועה נחשבת פונקציה מחזורית?</p>
31881,תשובה ל: שאלה כללית על פונקציות מחזוריות,"<div class=""text_to_html"">בהחלט, פונקציה קבועה היא מחזורית וכל מספר a&gt;0 הוא מחזור שלה.<br />
עדי</div>"
31749,שאלה לגבי הוכחת הכיוון ההפוך של קריטריון קושי לגבול של פונ' (והוכחות באופן כללי עם משפט היינה),"<p dir=""rtl"" style=""text-align:right;"">היי צוות הקורס,</p><div>סליחה מראש אם שאלו בכיתה ופספסתי.</div><div><br /></div><div>בסדרות, כשהיינו צריכים להראות משהו עם (תת) סדרה בנינו סדרה מתאימה ברקרוסיה.</div><div><br /></div><div>כאן הנחנו שקיימת סדרה כזו, ולהבנתי אנחנו לא מעוניינים בקיום ריק, אז למה אפשר להניח שהיא אכן קיימת?</div><div><br /></div><div><img src=""https://moodle.tau.ac.il/2022/pluginfile.php/247542/mod_forum/post/31749/11.png.png"" alt="""" class=""img-fluid atto_image_button_text-bottom"" width=""1200"" height=""66"" /><br /></div><div></div><div><br /></div><div>זה מזכיר לי את משפט קנטור, אבל שם, אם אני לא טועה דובר על קטעים סגורים, וזה כנראה לא זה.</div><div><br /></div><div>תודה על ההסבר :)<br /></div>"
31883,תשובה ל: שאלה לגבי הוכחת הכיוון ההפוך של קריטריון קושי לגבול של פונ' (והוכחות באופן כללי עם משפט היינה),"<div class=""text_to_html"">רומן שלום,<br />
לא הצלחתי להבין מה השאלה, אשמח לניסוח מדויק של השאלה.<br />
עדי</div>"
32060,שאלה 6 בוחן אמצע,"<p dir=""rtl"" style=""text-align:right;"">היי, שמתי לב שבשאלה 6 שני האיברים הראשונים בסדרה בכלל לא מוגדרים (אפס כפול מינוס אינסוף במכנה עבור 1, ln של מספר שלילי עבור 2). </p><p dir=""rtl"" style=""text-align:right;"">בינתיים התעלמתי מזה כדי לקבוע מה קורה כשמשאיפים לאינסוף, אבל בעצם האם מותר בכלל לדון בהתכנסות או התבדרות של טור כשהאיברים שלו בכלל לא מוגדרים?</p>"
32429,תשובה ל: שאלה 6 בוחן אמצע,"<div class=""text_to_html"">ליה שלום,<br />
אכן מדובר בטעות והכוונה היא שתחילת הסכימה של הטור היא רק מהיכן שהאיברים מוגדרים.<br />
נתקן זאת, <br />
תודה רבה<br />
צוות הקורס</div>"
32274,סילבוס הקורס,"<p dir=""rtl"" style=""text-align:right;"">היי צוות הקורס, רציתי לשאול האם ניתן לפרסם את סילבוס הקורס המלא? (ראיתי שברשימות יש תוכן עניינים עד כה, אבל אשמח גם לדעת מה צפוי בהמשך)</p><p dir=""rtl"" style=""text-align:right;"">תודה,</p><p dir=""rtl"" style=""text-align:right;"">נגה</p>"
32584,תשובה ל: סילבוס הקורס,"<div class=""text_to_html"">נגה שלום,<br />
סילבוס הקורס מופיע בידיעון, ניתן לצפות בו בקישור<br />
https://www.ims.tau.ac.il/Tal/Syllabus/Syllabus_L.aspx?course=0366112101&amp;year=2022<br />
בברכה,<br />
צוות הקורס</div>"
33168,שאלה לגבי סדרת הסינוסים,<p>האם sin(n) יהיה מתישהו 0? שכן זה יקרא רק עבור כפולה של פאי שהןא אינסופי אבל מצד שני גם n אין סופי…</p>
33276,תשובה ל: שאלה לגבי סדרת הסינוסים,"<div class=""text_to_html"">יעל שלום,<br />
כפי שציינת, לכל x ממשי, sin(x)=0 אם ורק אם קיים k שלם כך ש-x=pi*k.<br />
על כן sin(n) לא יכול להיות 0.<br />
ניתן להוכיח כי 0 הוא גבול חלקי של הסדרה {sin(n)}, אך ההוכחה שאני מכיר היא מעבר לדרישות הקורס.<br />
עדי</div>"
33981,שאלה קטנה לגביי תרגיל מתרגול 5,"שלום,<br />אשמח לחידוד למה אנחנו מסיקים ש A סופית (לא ריקה זה ברור). בעבר פתרתי תרגיל מאוד זהה אבל עכשיו אני לא מצליח להתחקות מאיפה מגיעה הקביעה הזאת..<br />האם זה מכיוון שבהינתן N גדולה שקבענו שכל איברי n המיוחסים אליו הם ממשיים ולכן הקבוצה סופית?<br />המון המון תודה,<br />נרי<img src=""https://moodle.tau.ac.il/2022/pluginfile.php/247542/mod_forum/post/33981/image%20%281%29.png"" alt="""" class=""img-fluid"" /><br />"
34027,תשובה ל: שאלה קטנה לגביי תרגיל מתרגול 5,"<div class=""text_to_html"">נרי שלום,<br />
A סופית משום שכל איבריה הם מספרים טבעיים שנמצאים בין n1 לבין n2, יש לכל היותר 1+n2-n1 איברים כאלה.<br />
בברכה<br />
עדי</div>"
34633,תשובה ל: שאלה קטנה לגביי תרגיל מתרגול 5,"<div class=""text_to_html"">הבנתי,<br />
תודה גדולה,<br />
נרי</div>"
35065,פונקציות אלמנטריות - פונקציית שורש ,"<p dir=""rtl"" style=""text-align:right;"">שלום,</p><p dir=""rtl"" style=""text-align:right;"">לפי ההגדרה שעברנו עליה בכיתה ראינו שפונקציות אלמנטריות מוגדרות רק כאשר הפונקציה מוגדרת מתחום R &gt;0.</p><p dir=""rtl"" style=""text-align:right;"">אשמח לדעתם מדוע פונקציית שורש לדוג׳ אינה מוגדרת פונקציה אלמנטרית כאשר היא מוגדרת לכל x&gt;= 0.</p><p dir=""rtl"" style=""text-align:right;"">תודה רבה</p>"
36232,תשובה ל: פונקציות אלמנטריות - פונקציית שורש ,"<br /><div class=""text_to_html"">יכול להיות שלא הבנתי את השאלה, אבל פונקציית שורש אכן מוגדרת כפו' אלמנטרית ב-«math xmlns=¨http://www.w3.org/1998/Math/MathML¨»«mrow»«mo»[«/mo»«mn»0«/mn»«mo»,«/mo»«mo»+«/mo»«mo»§#8734;«/mo»«mo»)«/mo»«/mrow»«/math» (היא גם מופיעה בטבלת הפו' האלמ' בעמוד 79 ברשומות).<br /></div>"
38231,"שאלת הבהרה - תרגיל בית 7, שאלה 6","<p dir=""rtl""><strong>בראש השאלה מופיעה הגדרת הפונקציה ⨑</strong>, ו <strong>""לכל (0,1)∋X הוכיחו/הפריכו"" </strong>ושם מסתיימת כותרת השאלה. האם <span style=""font-size:0.9375rem;"">משפט זה מתייחס רק לסעיף א'? </span></p><p dir=""rtl""><span style=""font-size:0.9375rem;"">(לסעיף ב' בו אני נדרש לענות מה קורה ב (2)⨑ מן הסתם זה פחות קשור..?)</span></p><p dir=""rtl"">אני מתכוון בעיקר להגדרה בקטע (0,1), האם נתון לי ש- (x)⨑ מוגדרת באותו האופן גם מ x=1 והלאה, ודרך התבוננות באותה הפונ' מצופה ממני להפריך את הטענה של סעיף ב', </p><p dir=""rtl"">או שכל שידוע על (x)⨑ הוא רק בקטע (0,1) ולא רלוונטי לסעיף ב'; ולצורך העניין כדוגמה נגדית אפשר לייצר התנהגות חדשה של הפונ', נניח קבועה כלשהי וכך להפריך את הטענה. </p><p dir=""rtl""><strong>תודה!</strong></p>"
38988,"תשובה ל: שאלת הבהרה - תרגיל בית 7, שאלה 6","<div class=""text_to_html"">היי יהונתן, <br />
<br />
אכן נתון לכם כיצד הפונקצייה ""מתנהגת"" אך ורק בקטע (0,1), כלומר לא ניתן (ואין) להניח כי היא בהכרה מוגדרת כך גם עבור ערכי x שהם לפחות 1. <br />
<br />
גיל בר</div>"
39778,קיום קבוצה סגורה אך לא קומפקטית ,"<p>.<span style=""font-size: var(--text-size); background-color: var(--background); color: var(--color); font-family: var(--ion-font-family, inherit); text-align: initial; font-style: inherit; font-variant-ligatures: inherit; font-variant-caps: inherit;"">היי, לאחר מעבר על נושא קומפקטית</span><span style=""font-size: var(--text-size); color: var(--color); font-family: var(--ion-font-family, inherit); text-align: initial; font-style: inherit; font-variant-ligatures: inherit; font-variant-caps: inherit; background-color: var(--background);"">&nbsp;האם קיימת קבוצה</span></p><p>לא הצלחנו למצוא דוגמה לקבוצה שהיא סגורה אך לא קופמקטית</p><p><span style=""font-size: var(--text-size); color: var(--color); font-family: var(--ion-font-family, inherit); text-align: initial; font-style: inherit; font-variant-ligatures: inherit; font-variant-caps: inherit; background-color: var(--background);"">&nbsp;אשמח לדוגמאות או להסבר האם זה לא יכול להתקיים</span></p><h3><br></h3><p><br></p><p><br></p><p><br></p>"
40082,תשובה ל: קיום קבוצה סגורה אך לא קומפקטית ,"<div class=""text_to_html"">שלום רב,<br />
קבוצת הממשיים R היא דוגמה לקבוצה סגורה שאינה קומפקטית.<br />
R לא חסומה ולכן אינה קומפקטית.<br />
בנוסף, לכל סדרה {an} שאיבריה שייכים ל-R, אם {an} מתכנסת וגבולה a, אז a שייך גם הוא ל-R.<br />
מכאן R קבוצה סגורה.<br />
<br />
בהצלחה<br />
עדי</div>"
43706,הגבול של סדרה למספר E,"<p dir=""rtl"" style=""text-align:right;"">שלום,</p><p dir=""rtl"" style=""text-align:right;"">רציתי לברר בנוגע לגבול של סדרה למספר e:</p><p dir=""rtl"" style=""text-align:right;"">בקובץ שהועלה למודל של רשימת גבולות שניתן להשתמש ללא הוכחה, כתוב כי מספיק שהסדרה Xn&gt;-1. אך ברשומות (עמוד 52) כתוב שהסדרה צריכה להיות גדולה מ-1.</p><p dir=""rtl"" style=""text-align:right;"">רציתי לוודא אם זו טעות.</p><p dir=""rtl"" style=""text-align:right;""><br /></p><p dir=""rtl"" style=""text-align:right;"">תודה!</p>"
44549,תשובה ל: הגבול של סדרה למספר E,"<div class=""text_to_html"">שי שלום,<br />
לא מדובר בטעות.<br />
בניסוח שברשימות השתמשנו באותה הסדרה {xn} עבור שני גבולות שונים, לכן ניסחנו שם את הדרישה המחמירה יותר שהייתה דרושה.<br />
<br />
עדי</div>"
45004,מטלה 9 שאלה 6,<p>השאלה היא יותר כללית לגבי החומר - בשאלה נתון שהפונקציה צריכה להתכנס לגבול ממשי באינסוף. האם התנאי לא היה מתקיים אם רק הסדרה הייתה חסומה באינסוף?</p>
45323,תשובה ל: מטלה 9 שאלה 6,"<div class=""text_to_html"">היי יעל.<br />
מה זה ""חסומה באינסוף""?<br />
האם את שואלת אם ניתן להחליף את דרישה א' ב""הפונקציה חסומה""? <br />
גיל בר</div>"
45330,תשובה ל: מטלה 9 שאלה 6,"<p>היי,</p><p>אני מנסה להבין למה התנאי הראשון נחוץ בכלל ולכן לצורך המקרה האם לא היה מספיק שהפונקציה חסומה החל מM כלשהו והלאה לאינסוף&nbsp;</p>"
46181,תשובה ל: מטלה 9 שאלה 6,"<div class=""text_to_html"">היי יעל,<br />
<br />
התנאי הראשון לא נחוץ (שפי שנשלח לכל הקורס) אך גם התנאי שאת מציעה לא נחוץ. ישנן פונקציות לא חסומות שמקיימות את דרישה ב' ועל כן רציפות במ""ש.<br />
<br />
גיל בר</div>"
46183,איפה כתובות שעות הקבלה של המרצים ושל המתרגלים?,"האם זה רשום איפשהו במודל? אם לא, האם מישהו יוכל ללשוח שעות ומיקום?"
48425,מטלה 10 תרגיל 1,<p>האם שכותבים לוג ללא ציון בסיס הכוונה ל e או ל10?</p>
49509,תשובה ל: מטלה 10 תרגיל 1,"<div class=""text_to_html"">בדרך כלל כשלא מצוין בסיס של log הכוונה היא לבסיס 10. <br /><span>
אבל</span> החלק השמאלי שבטענה בתרגיל 1:<img src=""https://moodle.tau.ac.il/2022/pluginfile.php/247542/mod_forum/post/49509/image.png"" alt="""" width=""91"" height=""20"" class=""img-fluid atto_image_button_text-bottom"" />לא נכון עבור log בבסיס 10 (לצערי לקח לי הרבה זמן להבין את זה) אז כנראה הכוונה היא ל-ln הפעם.</div>"
49581,תשובה ל: מטלה 10 תרגיל 1,"<div class=""text_to_html"">היי יעל ומשה, <br />
<br />
בקורסים מתמטיים (בפרט הקורס שלנו) הבסיס הסטדנרטי הוא e. נניח שבסיס הלוגריתם הוא e אלא אם צוין אחרת.</div>"
51306,בירור לגביי הערה 8.25,"<p dir=""rtl"" style=""text-align:right;"">היי, <br /><br />בסעיף 2 וסעיף 3 של הערה 8.25 ברשימות - האם בסוף הכוונה היא ש-X0 נק' הצטברות או X כמו שכתוב? <br /><br /><br /></p>"
53429,תשובה ל: בירור לגביי הערה 8.25,"<div class=""text_to_html"">לגבי סעיף 2 - מדובר הסימון פורמלי בלבד שלא דורש את מושג הגבול, לכן אין דרישות על x.<br />
לגבי סעיף 3 - הניסוח תקין, המטרה היא להציג דוגמה שבה תנאי ההגדרה הקודמת מתקיימים.</div>"
53332,שאלה בנושא שובך היונים ,<p>האם כשאנחנו בונים שובכים הם חייבים להיות זרים זה לזה? או שאפשר ש״יונה״ תשתייך לשני שובכים שונים (אם זה לא נוגד את פתרון הבעיה)&nbsp;</p>
53437,תשובה ל: שאלה בנושא שובך היונים ,"<div class=""text_to_html"">השובכים צריכים להיות זרים, אך אני חושש שמדובר בקורס אחר, אז עדיף לשאול את הצוות של הקורס :)</div>"
60909,תשובה ל: שאלה בנושא שובך היונים ,"<div class=""text_to_html"">אי אפשר</div>"
55531,פונקציה קדומה - החלפת משתנים שאלה 5א תרגיל בית,"<p dir=""rtl"" style=""text-align:right;"">שלום, אשמח לעזרה לגבי איך עלי לזהות אילו פונקציות לבחור לסמן בתור g וf בשיטת החלפת המשתנים באינטגרלים בשאלות בהן יש הרבה פונקציות (כגון בתרגיל הבית 5א: השאלה היא למצוא את הקדומה של sin(lnx) בשיטת החלפת משתנים. בטיוטה גיליתי שגם יש צורך להציב בx את e^x למיטב הבנתי. כלומר יש הרבה פונקציות שצריך להגדיר בשאלה - לפחות ארבע, כששתים מהן מורכבות. אז בעזרת מי מהן משתמשים במשפט החלפת משתנים? הצלחתי לפתור את השאלה בטיוטה, אבל כשאני מנסה לכתוב את זה באופן פורמלי אני נכשלת ומסתבכת.<br /></p><p dir=""rtl"" style=""text-align:right;"">תודה רבה, נגה</p>"
55778,תשובה ל: פונקציה קדומה - החלפת משתנים שאלה 5א תרגיל בית,"<div class=""text_to_html"">היי נגה, <br />
ראשית אין בעיה שחלק מן הפונקציות יהיו מורכבות. <br />
שנית, עקבי אחרי הטיוטה שלך, בדקי באילו מן המשפטים השתמשת (החלפת משתנים ראשונה או שנייה) ותחלצי משם באילו פונקציות השתמשת.<br />
שלישית, יכול להיות שיש צורך בכמה שלבים. נניח כמה שלבים של החלפת משתנים או שילוב של החלפת משתנים ואינגטרציה בחלקים. אין בזה שום פסול - כמו שבתרגול מופיע תרגיל בו נעשות שתי אינטגרציות חלקים לטובת פתרון. <br />
<br />
בהצלחה,<br />
גיל בר</div>"
57107,תרגיל בית מההרצאה,<p>אשמח למשוב על הפתרון שלי. :)</p>
