id,subject,message
47241,"תשובה ל: מקבץ שאלות ותשובות שנשלחו אליי במייל (בנושאים של קינטיקה, סיגנאלים ומעבר אותות, גליקוליזה וגלוקונאוגנזה)","<div class=""text_to_html"">בנוגע לשאלה זו:<br />
אנחנו כבר יודעים שמודולטור שלילי וחיובי, ממש כמו מעכב, בעלי השפעה על ה-Km של אנזים, אך איך אנחנו אמורים לדעת אם יש השפעה על Vmax? האם בהגדרה למודולטורים יש השפעה כזו או אחרת על נתון זה?<br />
<br />
בפרק ו׳ בשאלות 3 ו-8 שאלו איך מעכבים אלוסטריים כאלו ואחרים ישפיעו על ה-vMax, איך אנחנו צריכים לקבוע את הדבר במקרים אלו אם כל מקרה הוא לגופו?</div>"
47256,"תשובה ל: מקבץ שאלות ותשובות שנשלחו אליי במייל (בנושאים של קינטיקה, סיגנאלים ומעבר אותות, גליקוליזה וגלוקונאוגנזה)","<div class=""text_to_html"">בנוגע לתשובה על קבוע הדיסוציאציה - הנושא לא נלמד בשיעורים. האם אנו נדרשים לדעת אותו למבחן ומדובר בשאלה ממבחן עם סילבוס שונה?<br />
בנוגע לתשובה על הלקטט (שאלה 26) - אני מבין, אבל כדי להגיע ללקטט אנחנו צריכים להגיע לפירובאט, כי ממנו מתחילה התסיסה הלקטית, ויש לנו comitted step שמונע מאיתנו להגיע מאוקסלואצטט ״אחורה״ לפירובאט. איך הצלחנו אז להגיע מפרוקטוז 1,6 ביספוספאט לפירובאט עם דילוג על השלב הזה? האם אנחנו יוצאים מנקודת הנחה שאם רק האנזים הזה ״תקול״ אז אנזימי הגליקוליזה יכתיבו את המשך התגובה, והפרוקטוז 1,6 ביספוספאט פשוט יכנס חזרה לתגובת גליקוליזה עד שהוא יהפוך חזרה לפירובאט?<br />
ובהזדמנות זו, האם תוכלי להסביר גם מדוע התשובה לשאלה 29 בפרק ו׳ היא ג׳?<br />
<br />
המון תודה על התשובות המפורטות, עשית לי הרבה סדר!</div>"
46967,חוברת תרגילים - פרק ד שאלה 28,"<p dir=""rtl"" style=""text-align:right;"">היי, </p><p dir=""rtl"" style=""text-align:right;"">בפתרון של שאלה 28 נאמר שתשובה א שגויה ותשובה ג נכונה, אך לא ממש הבנתי את ההסבר מדוע תשובה א שגויה. ניסיתי להציב את הנתונים הרשומים בשאלה וקיבלתי שאכן <span lang=""he"" style=""font-size:0.9375rem;"" xml:lang=""he"">מהירותו
של האנזים הבקטריאלי כאשר [S]= X שווה ל</span><span lang=""he"" style=""font-size:0.9375rem;"" xml:lang=""he"">זו של האנזים ההומני כאשר</span><span dir=""ltr"" style=""font-size:0.9375rem;""></span><span dir=""ltr"" style=""font-size:0.9375rem;""><span dir=""ltr""></span>[S]=2X </span></p><p dir=""rtl"" style=""text-align:right;""><span dir=""ltr"" style=""font-size:0.9375rem;"">מצרפת את השאלה ואת הפתרון שלי בקובץ המצורף, אשמח אם תוכלו להגיד לי מה הטעות שלי</span></p><p dir=""rtl"" style=""text-align:right;""><span dir=""ltr"" style=""font-size:0.9375rem;"">תודה רבה מראש</span><span style=""font-size:0.9375rem;"">! :)</span></p><p dir=""rtl"" style=""text-align:right;""><span style=""font-size:0.9375rem;""><img src=""https://moodle.tau.ac.il/2022/pluginfile.php/360070/mod_forum/post/46967/image.png"" alt="""" class=""img-fluid"" /><br /></span></p><p dir=""rtl"" style=""text-align:right;""><span style=""font-size:0.9375rem;""><br /></span></p><p></p>"
62887,תשובה ל: חוברת תרגילים - פרק ד שאלה 28,"<div class=""text_to_html"">היי הדר, <br />
ההנחה הראשונית שלך שגויה, אם Kcat של שני אנזימים הוא זהה, זה לא אומר ש-Vmax של שניהם זהה. מזכירה שהיחס בין השניים הוא Vmax=Kcat*Et<br />
לכן יש תלות בריכוז האנזים.</div>"
63507,תשובה ל: חוברת תרגילים - פרק ד שאלה 28,"<p dir=""rtl"" style=""text-align:right;"">תודה יהל!</p>"
47232,שאלה 4 במטלה (נוגעת לשאלה 1),"<p dir=""rtl"" style=""text-align:right;"">אהלן,</p><p dir=""rtl"" style=""text-align:right;"">לא ציינתם במטלה בשאלה 4 האם המעכב הוא תחרותי/ לא תחרותי/ סוג אחר (גוזר על Vmax ו-Km). רק כשנדע מה סוג המעכב יהיה ניתן לצייר את המשוואות הליניאריות של לינוויבר-ברק שאתם מבקשים לצייר בשאלה 1. האם תוכלו להבהיר?</p><p dir=""rtl"" style=""text-align:right;"">המון תודה!</p>"
48321,סיום המטלה,"היי, המערכת לא נותנת לי לסיים את המטלה - זה לא מאפשר לי ללחוץ על האייקון של סיום המטלה, (מצרף תמונה) מה לעשות במקרה כזה?<br /><img src=""https://moodle.tau.ac.il/2022/pluginfile.php/360070/mod_forum/post/48321/image%20%281%29.png"" alt="""" class=""img-fluid"" /><br />"
48373,העלאת תרגול 4,"<p dir=""ltr"" style=""text-align:left;"">היי! אשמח אם אפשר יהיה להעלות את הקלטת תרגול 4. יכול מאוד לסייע בביצוע המטלה</p>"
50111,תשובה ל: העלאת תרגול 4,"<div class=""text_to_html"">היי יובל,<br />
הקלטה של התרגול משנה שעברה זמינה כעת במודל.<br />
<br />
בהצלחה,<br />
הדס</div>"
48392,שאלה 12 במטלה,"<p dir=""rtl"" style=""text-align:right;"">אהלן,</p><p dir=""rtl"" style=""text-align:right;"">נשמח להבהרה - ״מתוך המבנה, נראה כי המעכב נקשר בכיס הידרופובי בסמיכות לאזור הקטליטי״. המשמעות הסמנטית היא שאין קישור באתר הקטליטי אלא באתר אחר בסמוך אליו (אלוסטרי או כל אתר אחר שאינו הקטליטי), נכון? הניסוח מעט מבלבל.</p><p dir=""rtl"" style=""text-align:right;"">המון תודה,</p><p dir=""rtl"" style=""text-align:right;"">עירד</p>"
57196,תשובה ל: שאלה 12 במטלה,"<div class=""text_to_html"">בסמיכות = ליד. הניסוח מדוייק. ראה תרגול קינטיקה אנזימטית</div>"
48398,העלאת תרגול 4,"<p dir=""rtl"" style=""text-align:right;"">היי, </p><p dir=""rtl"" style=""text-align:right;"">האם תוכלו להעלות את תרגול 4 לפני שתסתיים ההגשה של מטלה 1? </p><p dir=""rtl"" style=""text-align:right;"">תודה</p>"
50112,תשובה ל: העלאת תרגול 4,"<div class=""text_to_html"">היי מאי,<br />
הקלטה של התרגול משנה שעברה זמינה כעת במודל.<br />
<br />
בהצלחה,<br />
הדס</div>"
48597,מטלה 1 שאלה 1,"<p dir=""rtl"" style=""text-align:right;"">בקובץ PDF ובמטלה מובאים לנו שני גרפים עם ערכים שונים לנקודות (מצורפים שניהם למטה להשוואה)</p><p dir=""rtl"" style=""text-align:right;"">נשמח לדעת לאיזה מהגרפים אנחנו צריכים להתייחס בתשובתנו למטלה </p><p dir=""rtl"" style=""text-align:right;"">תודה רבה!</p><p dir=""rtl"" style=""text-align:right;""><br /></p>"
50122,תשובה ל: מטלה 1 שאלה 1,"<div class=""text_to_html"">היי אייל,<br />
אני מניחה שראית את ההודעה של פרופ' הירש בנושא.<br />
תודה על ההערה!</div>"
48639,שאלות מטלה,"<p dir=""rtl"" style=""text-align:right;"">שאלה 1:</p><p dir=""rtl"" style=""text-align:right;"">*האם צריך להתייחס לגרף בקובץ הPDF או במטלה שבמודל? הם שונים אחד מהשני...<br />*אין סקלה מדוייקת של המספרים בגרף, וכל פעם שמעגלים קצת אחרת התשובות בשאלות 1-3 יוצאות שונות לחלוטין. </p><p dir=""rtl"" style=""text-align:right;""><br /></p><p dir=""rtl"" style=""text-align:right;"">שאלה 4:</p><p dir=""rtl"" style=""text-align:right;"">*האם המעכב בשאלה הוא תחרותי או לא תחרותי? זה משפיע משמעותית על חישוב ה- Kmapp וגם על הגרף בשאלה 1. </p><p dir=""rtl"" style=""text-align:right;""><br /></p><p dir=""rtl"" style=""text-align:right;""><br /></p>"
48646,שאלות לגבי המטלה,"<p dir=""rtl"" style=""text-align:right;"">שאלה 8 - נשמח להבין מה יחידות המידה בציר Y וכן על איזו שיטה להפרדת חלבונים מדובר. היחידות בציר X מתאימות גם לג'ל אלקטרופורזה וגם לפילטרציה.</p><p dir=""rtl"" style=""text-align:right;"">שאלה 10 - נשמח להבין באיזה מקורות מידע נוכל להיעזר כדי לענות על השאלה? לא מצאנו מידע רלוונטי בשיעורים, בתרגולים או בספרות המצורפת.</p><p dir=""rtl"" style=""text-align:right;"">שאלה 13 - נשמח להסבר מפורט יותר לגבי העבודה עם האתר, כיצד נוכל לזהות את הציסטין הרלוונטי?</p><p dir=""rtl"" style=""text-align:right;""><br /></p><p dir=""rtl"" style=""text-align:right;"">האם תהיה אפשרות להארכה של ההגשה לאחר ההבהרות? זמן העבודה על המטלה היה קצר מאוד ביחס לדרישות וקשה מאוד להספיק אותה בזמן...</p><p dir=""rtl"" style=""text-align:right;"">תודה מראש!</p>"
48660,"שאלות 13,15 במטלה","<p dir=""rtl"" style=""text-align:right;"">היי,</p><p dir=""rtl"" style=""text-align:right;"">האם ניתן יהיה לשלוח הסבר נוסף לגבי המשימה בשאלות 13,15 במטלה? קצת לא ברור מה נדרש לבצע בכל אחת מהן:( </p><p dir=""rtl"" style=""text-align:right;"">כמו כן, האם יש אפשרות להדרכה/סרטון הדרכה ביוטיוב של האתר המצורף בו עושים sequence alignment? מכיוון שמעולם לא השתמשנו בו קצת לא ברור איך משווים שם בין הרצפים השונים ועל מה בעצם להסתכל.</p><p dir=""rtl"" style=""text-align:right;"">תודה רבה מראש!</p>"
50138,שאלה 13 תרגיל בית 1,"<p dir=""rtl"" style=""text-align:right;"">שלום,</p><p dir=""rtl"" style=""text-align:right;"">בשאלה לאחר עימוד הרצפים אנו נדרשים לכתוב את רצף חומצות האמינו שמצאנו,</p><p dir=""rtl"" style=""text-align:right;"">כאשר בדוגמא נאמר ״<span style=""font-size:0.9375rem;""> לדוגמה, ABC DEF cys GHI KLM״</span></p><p dir=""rtl"" style=""text-align:right;""><span style=""font-size:0.9375rem;"">האם הכוונה לרשום את החומצות אמינו באותיות גדולות ואת ציסטין בקטנות? או את כולן בקטנות?</span></p><p dir=""rtl"" style=""text-align:right;""><span style=""font-size:0.9375rem;"">מאחר וזה נבדק ע״י מחשב אני רוצה לוודא לפני הגשה.</span></p><p dir=""rtl"" style=""text-align:right;"">תודה, אבישג</p><div><br /></div><p></p>"
51085,תשובה ל: שאלה 13 תרגיל בית 1,"<div class=""text_to_html"">תרשמי באותיות גדולות את חומצות האמינו שאינן ציסטאין ואת סיצטאין באותיות קטנות כמו בדוגמא שניתנה</div>"
51711,תשובה ל: שאלה 13 תרגיל בית 1,"<div class=""text_to_html"">מה עושים במקרה שהוגשה תשובה שכללה 5 אותיות ובאמצע את ציסטאין כ-C ולא כ-cys? עדיין מדובר הרי בתשובה נכונה… יש לכם אפשרות להתחשב בתשובות שהוגשו ככה?</div>"
50195,האם יש שיעור מחר?,"<p>האם יש שיעור מחר ואם כן, ב10:15 או ב11:15?</p>"
51302,הבהרת הבנת הנקרא בשאלה 15,"<p dir=""rtl"" style=""text-align:right;"">שלום,</p><p dir=""rtl"" style=""text-align:right;"">בשאלה 15 לא מובן מהניסוח מה שאתם רוצים שנענה.<br />האם את רוצים שנכתוב את המקטע שירד בעיבוד? את האות שהחליפו? את האות שאליה החליפו, או משהו אחר? קשה מאוד להבין מה רוצים מניסוח השאלה.</p><p dir=""rtl"" style=""text-align:right;""><br /></p><p dir=""rtl"" style=""text-align:right;"">תודה מראש על התשובה</p>"
51444,תשובה ל: הבהרת הבנת הנקרא בשאלה 15,"<div class=""text_to_html"">תרשמו את המקטע שירד בעיבוד, בכתיבה של אות אחת לכל חומצה אמינית (כי יש גם כתיבה של שלוש אותיות לכל חומצה אמינית)</div>"
51348,שאלה 10 - בבוחן,"<p dir=""rtl"" style=""text-align:right;"">היי, </p><p dir=""rtl"" style=""text-align:right;"">אשמח להבהרה - על סמך איזה מאמר יש לענות על השאלה?</p><p dir=""rtl"" style=""text-align:right;"">במאמר של Shan_etal_2021 - לא משתמשים בחומרים שהוזכרו בשאלה, אך כן ביצעו את הבידוד PLpro.</p><p dir=""rtl"" style=""text-align:right;"">תודה רבה וסוף שבוע נעים,</p><p dir=""rtl"" style=""text-align:right;"">נטע</p>"
51457,מטלה 1 שאלה 2,"<p dir=""rtl"" style=""text-align:right;"">שלום, </p><p dir=""rtl"" style=""text-align:right;"">בשאלה 2 אנו מתבקשים למצוא את Km אך הגרף ללא שנתות ואי אפשר להגיע לתוצאה מדויקת של ערכו. </p><p dir=""rtl"" style=""text-align:right;"">לדוגמא, אם ניקח את ריכוז הסובסטרט 20 מיקרומולר ונעשה את חישוב km נקבל ערך km שונה מהחישוב של הסובסטרט בריכוז 10 מיקרומולר ומכיון שהשאלה פתוחה אין עומדן נכון לקביעת ערכו של km. איך להתייחס לזה?</p><p dir=""rtl"" style=""text-align:right;"">תודה רבה!</p><p dir=""rtl"" style=""text-align:right;""><br /></p>"
52262,שאלה טרמינולוגית,"<p dir=""rtl"" style=""text-align:right;"">אהלן,</p><p dir=""rtl"" style=""text-align:right;"">בשיעורים עם יואל, הייתה התייחסות לקומפלקס שמכיל את הדומיינים PFK2 ו-FBPase2 כ-PFK2 (מופיע במצגת גליקוליזה בעמ׳ 37). מכיוון שהקומפלקס לא יכול להקרא בשם של אחד הדומיינים שמרכיבים אותו, מה השם שאיתו אנו מתייחסים לכל הקומפפלקס שמכיל את שני הדומיינים?</p><p dir=""rtl"" style=""text-align:right;"">תודה!</p>"
53500,תשובה ל: שאלה טרמינולוגית,"<div class=""text_to_html"">לרוב קוראים לקומפלקס Phosphofructokinase 2 או בקיצור PFK-2, שני הדומיינים שלו פועלים באופן עצמאי, אחד כקינאז ונקרא PFK-2 והשני פוספטאז ונקרא FBPase-2</div>"
52302,שאלה 13 מטלה 1,"<p dir=""rtl"" style=""text-align:right;"">האם נוכל לקבל הסבר מורחב על פתרון השאלה? אחרי תוצאות רבות בכלים שונים אני לא מקבל Cys מקביל בpapin ואני מתחיל לחשוב שזה קשור בדרך שבה אני עושה את העימוד.<br />תודה!</p>"
52342,שאלה 25 פרק ג בחוברת השאלות,"<p dir=""rtl"" style=""text-align:right;"">אשמח לתשובה, כיון שאין פתרןו לשאלה זו בחוברת תשובות<img src=""https://moodle.tau.ac.il/2022/pluginfile.php/360070/mod_forum/post/52342/image.png"" alt="""" class=""img-fluid"" /><br /></p>"
53466,Re: שאלה 25 פרק ג בחוברת השאלות,"<div class=""text_to_html"">התשובה הא ג</div>"
55463,שאלה על Glycerol 3-phosphate shuttle,"<p dir=""rtl"" style=""text-align:right;"">אהלן,</p><br />בנוגע ל-Glycerol 3-phosphate shuttle, למרות שאני מבין את עקרון הפעולה של האנזימים השונים, אם מטרת האנזים היא לסייע ל-NADH להתמודד עם כך שהוא לא יכול לחדור את הממברנה הפנימית, איך בסופו של יום המערכת מסייעת לתהליך? הרי גם NAD+ לא יכול לחדור אותה והוא התוצר הסופי של התהליך. זה גם מתנגש לי עם כך שעל פי מה שתואר בשרשרת מעבר האלקטרונים הוא שישנו NADH שעובר תהליך של חמצון כאשר הוא מוסר אלקטרון ל-FMN, אז איך ה-NADH הגיע למטריקס מלכתחילה?<br /><br />תודה!<br /><br />"
55464,שאלה על Glycerol 3-phosphate shuttle,"<p dir=""rtl"" style=""text-align:right;"">אהלן,</p><br />בנוגע ל-Glycerol 3-phosphate shuttle, למרות שאני מבין את עקרון הפעולה של האנזימים השונים, אם מטרת האנזים היא לסייע ל-NADH להתמודד עם כך שהוא לא יכול לחדור את הממברנה הפנימית, איך בסופו של יום המערכת מסייעת לתהליך? הרי גם NAD+ לא יכול לחדור אותה והוא התוצר הסופי של התהליך. זה גם מתנגש לי עם כך שעל פי מה שתואר בשרשרת מעבר האלקטרונים הוא שישנו NADH שעובר תהליך של חמצון כאשר הוא מוסר אלקטרון ל-FMN, אז איך ה-NADH הגיע למטריקס מלכתחילה?<br /><br />תודה!<br /><br />"
57500,שאלות מחוברת התרגילים,"<p dir=""ltr"" style=""text-align:left;"">אהלן, </p><p dir=""ltr"" style=""text-align:left;"">אספתי מספר שאלות מהפרקים האחרונים בחוברת שאלות, אשמח אם תוכלו לסייע בהברה שלהן:</p><p dir=""ltr"" style=""text-align:left;""></p><p dir=""rtl"">שאלות למתרגלים:</p><p dir=""rtl"">פרק ז׳</p><ul><li dir=""rtl"">שאלה 1: אני יודע שמלאט מחומצן לאוקסלואצטט לעומת אצטלדהיד שמחוזר לאתנול, ולכן לא ברור לי איך הגיוני ששני פוטנציאלי החיזור של התגובות הם שליליים (הולכים בכיוון של חמצון)? מלבד זאת, לא ברור ליאיך תשובה ב׳ היא הנכונה. למלאט נטייה מובנית למסור אלקטרונים ל-NAD+ ולהפוך לאוקסלואצטט, אבל לאתנול אין נטייה מובנית להפוך לאצטלדהיד, בתסיסה אלכוהולית קורה ממש ההפך. אשמח להסבר.</li><li dir=""rtl"">שאלה 5: בתשובה ג׳ (הנכונה), כיצד היינו אמורים לדעת שלציטוכרום C יש פוטנציאל חיזור גדול יותר מ-NAD+? בשתי התגובות בהן ציטוכרום C מעורב בשרשרת העברת האלקטרונים אין מעורבות של NAD+…</li><li dir=""rtl"">שאלה 8: האם Uncoupler = מפר צימוד? אם כן, למדנו על מפרי צימוד רק בהקשר של הובלת חומרים לשניכיווני המפל, אבל לא למדנו אותם בהקשר העמוק יותר של הפרת צימוד בין תגובות כמו שנדרשת כאן (הפרת צימוד בין שרשרת מעבר האלקטרונים לסינתזת ATP, כמו שנגרם עם עיכוב קומפלקס 4 בשרשרת העברת האלקטרונים). האם ניתן לפרט על כך בהקשר לשאלה הזו?</li><li dir=""rtl"">שאלה 15: לי יצא סדר הפוך מהתשובה (DABC) ולכן אני מניח שמשהו טרמינולוגית לא הובן לי עד הסוף. האם ניתן בבקשה להסביר איך היינו אמורים לפתור את השאלה?</li><li dir=""rtl"">שאלה 20: האם ניתן בבקשה להסביר מה אנחנו רואים בגרף ולמה זוהי צורתו בהתייחס לכל חומר שהוסף?</li><li dir=""rtl"">שאלה 21: הניסוח של תשובה ב׳ (הנכונה) מטעה מעט... אשמח להבין איך מדובר בתשובה הנכונה. הרי החמצון דורש בכלל יוביקווינון. חיזור החמצן נדרש כדי לחמצן את מולקולות ה-NADH וה-FADH2 רק בדיעבד ובאופן בלתי ישיר…</li><li dir=""rtl"">שאלה 22: מדוע א׳ היא התשובה הנכונה? קודם כל לא ברור לי למה שלמפר צימוד תהיה השפעה חיובית על צריכת החמצן (F בדיאגרמה הימנית), ומדוע שלמעכב של קומפלקס 4 תהיה השפעה שלילית כה גדולה (A בדיאגרמה השמאלית) על ייצור ATP, כאשר מה שמניע אותו זה מפל פרוטונים שממשיך להווצר על ידי קומפלקסים 1 ו-3?</li><li dir=""rtl"">שאלה 24: כנ״ל כאן, לא ברור לי איך מפר צימוד משפיע לטובה על מעגל קרבס, וגם איזה צימוד הוא מפר (עם איזו תגובה)?</li><li dir=""rtl"">שאלה 25: על אף שתשובה ג׳ כאן היא הכי סבירה (והיא גם הנכונה), עדיין אשמח להבין איך הורדת הפעילות המקסימלית האנזים בתוך מעגל קרבס יכול גם לא ליצור אף פגיעה בקצב יצירת ה-ATP (הקצב יכול לרדת בין0 ל-50 אחוז…)</li><li dir=""rtl"">שאלה 28: כנ״ל כאן. מדוע מפר צימוד גורם לעלייה בצריכת החמצן?</li><li dir=""rtl"">שאלה 30: אשמח להסבר על פי תשובה ב׳, מדוע עיכוב סינתזת ATP מובילה ללירידה בצריכת חמצן בשרשרת מעבר האלקטרונים?</li></ul><p dir=""rtl""><br /></p><p dir=""rtl"">פרק ח׳</p><ul><li dir=""rtl"">שאלות 14 ו-15: ניסיתי להבין את הקשר בין המקרים שתוארו להתנהגות הגרפים אבל אין לי שמץ של מושג מדוע התשובות שנבחרו הן התשובות הנכונות. האם יהיה ניתן להסביר על התהליך שהתרחש כך שאלו הגרפים שיצאו בשני הניסויים ואת התשובות עצמן (מאיפה היינו אמורים לדעת מה אחוז הקולטנים שיעלמובתהליך הדה-סנסטיזציה)?</li><li dir=""rtl"">שאלה 19: מדוע תשובה ד׳ אינה נכונה וג׳ כן? האם זה לא מה שמתרחש ברצפטורי GPCR?</li></ul><p dir=""rtl""><br /></p><p dir=""rtl"">פרק י׳</p><ul><li dir=""rtl"">שאלה 4: האם יהיה ניתן להסביר את הפתרון לשאלה?</li><li dir=""rtl"">שאלה 11: מדוע ד׳ היא התשובה הנכונה? מדוע ריכוז NAD+ גבוה יגרום ליצירת CoA בצורה תקינה אם המוטציה היא בכלל בקומפלקס E3? </li></ul><p dir=""rtl""><br /></p><p dir=""rtl"">כלליות</p><ul><li dir=""rtl"">האם אנחנו אמורים לדעת לחשב פוטנציאל חיזור?</li></ul>המון תודה!<br /><p></p>"
62866,תשובה ל: שאלות מחוברת התרגילים,"<div class=""text_to_html"">האם לאחר קיום תרגול 6, השאלות שנוגעות לתרגול נותרו ללא מענה?</div>"
63628,תשובה ל: שאלות מחוברת התרגילים,"<div class=""text_to_html"">אהלן,<br />
<br />
מפרק ד׳ עדיין אשמח להסבר על שאלות 1, 5, 21 ו-25. היתר אכן נענה בתרגול.<br />
מפרק ח׳ וי׳ אשמח להסבר על השאלות שצירפתי כאן.<br />
<br />
המון תודה!</div>"
63745,תשובה ל: שאלות מחוברת התרגילים,"<div class=""text_to_html"">פרק ד':<br />
1. נתונים פוטנציאלי חיזור של שני redox pair, ככל שפוטנציאל החיזור יותר שלילי, כך הנטייה למסור אלקטרון עולה, ולהפך ככל שפונטציאל החיזור יותר חיובי כך הנטייה לקבל אלקטרון עולה. לזוג Acetaldehyde/Ethanol פונטציאל חיזור שלילי יותר, לכן הנטייה של אתנול למסור אלקטרונים ולהפוך ל-Acetaldehyde יותר חזקה מהנטייה של Malate למסור אלקטרונים ולהפוך ל-Oxaloacetate. זה כל מה שנחוץ כדי לענות על השאלה. לגבי הבדל אם קיים או לא ממה שאתה מכיר במקומות אחרים, שים לב שפוטנציאלי החיזור הנתונים הם בתנאים סטנדרטיים (25 מעלות, לחץ אטמוספרי) ובמערכות אחרות הערך הזה יכול להשתנות ובהתאם גם הנטייה של מולקולה כזו או אחרת למסור אלקטרון.<br />
<br />
5. על שאלה דומה לשאלה 5 ענינו בתרגול ואתה מוזמן לצפות בהקלטה, העיקרון הוא שבשרשרת מעבר האלקטרונים יש מעבר אלקטרון מנשאי אלקטרונים מחוזרים (NADH או FADH2) דרך הקומפלקסים השונים (הקו פקטורים שלהם באופן יותר ספציפי) עד למקבל האלקטרונים הסופי שהוא חמצן. התהליך הזה קורה באופן שמשתחררת בו אנרגיה (ההפרש באנרגייה החופשית שלילי בכל מעבר אלקטרון), דיברנו על כך שהפרש פוטנציאל החיזור הוא בסימן הפוך להפרש באנרגיה השלילית (ראה נוסחה המקשרת בין השניים), לכן אם התגובות שמתרחשות הן כל הזמן בירידה באנרגיה החופשית, יש עליה בפוטנציאל החיזור של נשאי האלקטרונים עם ההתקדמות בתהליך. לכן אתה יכול לדעת האם פוטנציאל חיזור של מולקולה מסויימת הוא גבוה או נמוך ממולקולה אחרת לפי הסדר שלהן בשרשרת מעבר האלקטרונים. שלב מוקדם בשרשרת מעבר האלקטרונים בהכרח יהיה עם פוטנציאל חיזור נמוך משלב מתקדם.<br />
<br />
21. דיברנו על כך בתרגולים, ללא נוכחות חמצן אין הפעלה של שרשרת מעבר האלקטרונים ואין הפעלה של מעגל קרבס כדי לא לייצר הרבה נשאי אלקטרונים. אם הגוף ייצר הרבה נשאי אלקטרונים וינסה להיכנס לשרשרת מעבר האלקטרונים יווצרו אלקטרונים חופשיים שעלולים לגרום לנזק לתא כי לא קיים חמצן להעביר אליו את האלקטרונים. לכן יש מנגנוני בקרה שמונעים הפעלה של תהליכים אלו במחסור בחמצן.<br />
<br />
25. אם אני לא טועה, מה שצריך להבין פה זה שנשאי אלקטרונים מחוזרים נוצרים גם במעגל קרבס וגם בגליקוליזה, לכן הורדת הפעילות המקסימלית של אנזים אחד במעגל קרבס לא מורידה באותו יחס את ייצור ה-ATP, אלא ביחס נמוך יותר.</div>"
63886,תשובה ל: שאלות מחוברת התרגילים,"<div class=""text_to_html"">פרק ח':<br />
14. בתאי שריר מרקמה א' - משורטט בעקומה מקווקות (אך לא מרקמה ב') עליית הסידן התוך-תאי גורמת להפעלת פוספטאז אשר עושה דה-פוספורילציה לאותם שיירי סרין/תראונין על הרצפטור, מה שאומר שאחרי עליה בעוצמת הכיווץ אנחנו צופים לירידה. לעומת זאת ברקמה ב' - משורטט בעקומה לא רציפה, אין את התהליך של דה-פוספורילציה ולכן לא נצפה שאחרי עליה בעוצמת הכיווץ תהיה ירידה. אין בהבדל המתואר בין הרקמות בכדי לשנות את התגובה הראשונית לקישור האדרנלין ולכן תחילת העקומות צריכה לחפוף. רק איור 1 נותן מענה לצפי.<br />
<br />
15. כעת מתואר לנו שההבדל היחיד בין הרקמות הוא כמות הרצפטור. בתאי השריר מרקמה א' (עקומה מקווקות) כמות הרצפטור הייתה גבוהה פי 2 מאשר ברקמה ב' (עקומה רציפה). לכן נצפה לכיווץ בעוצמה גבוהה יותר ברקמה א שבה יד יותר רצפטורים. כעת ב-2 הרקמות יש דה-פוספורילציה שלאחר זמן מה מורידה את עוצמת הכיווץ. איור ד הוא היחיד שנותן מענה לצפי הזה.<br />
<br />
19. התשובה הנכונה היא ג. הקישור של אדרנלין לקולטן בטא אדרנרגי מוביל להפעלת הקולטן, שבתורו מפעיל חלבון G . הקישור של הקולטן לחלבון G מתאפיין בקבוע דיסוציאציה נמוך (Kd), מה שאומר שהקשירה חזקה ויציבה.<br />
א. אפיניות גבוהה לאנזים המייצר cAMP אינה מאפיינת את הקולטן לאחר קשירת אדרנלין, שכן הקולטן מפעיל חלבון G, לא את האנזים המייצר cAMP.<br />
ב.מעבר ממונומר לדימר אינו תוצאה ישירה של קשירת אדרנלין, אך הוא יכול לקרות מאוחר יותר במסלולי האיתות במורד הזרם.<br />
ד פעילות קטליטית - GDP עובר זרחון להשגת GTP, זוהי הפעילות של תת-יחידת ה-G חלבון אלפא לאחר שהיא התנתקה מתת-היחידה בטא/גמא והופעלה על ידי קישור של GTP, לא הפעילות הקטליטית של הקולטן.</div>"
64334,תשובה ל: שאלות מחוברת התרגילים,"<p dir=""rtl"" style=""text-align:right;"">המון תודה על התשובות המפורטות וההתייחסות. נותרתי עם כמה דברים שעדיין לא ברורים לי:</p><p dir=""rtl"" style=""text-align:right;"">14. כתוב שברקמה א׳ קיים הביטוי לפוספטאז, אז למה שנראה ירידה בעוצמת הכיווץ? הזרחון הוא מה שגורם לאנדוציטוזה ולירידה בכיווץ השריר. דווקא הייתי לא מצפה לראות ירידה בפעילותו לעומת ב׳ לא אין את המוטציה המדוברת. מה שכן הבנתי, הוא שיש חשיבות לחפיפה, שכן ההבדל בפעילות מגיע בשלב מאוחר יותר עם הפרשת הסידן.</p><p dir=""rtl"" style=""text-align:right;"">15. כנ״ל כאן, למה שדה-פוספולירציה תוריד את הפעילות? אם הזרחון הוא מה שגורם לאנדוציטוזה, הרי שפוספטאז מגביר פעילות ולא מבטל אותה… ההסבר היחיד שאני רואה לירידה זה דווקא קיום הזרחון ואדוציטוזה בעקבותיו.</p><p dir=""rtl"" style=""text-align:right;"">שוב המון תודה!</p>"
